id,co,no2,so2,o3,first,grade,pm25,pm10,date,station_id
335568,0.0,21.0,12.0,88.0,1,1,11.0,34.0,2017-05-15 07:00:00.000000,28
335569,0.0,16.0,12.0,89.0,4,1,13.0,19.0,2017-05-15 07:00:00.000000,29
335570,0.0,43.0,9.0,72.0,1,2,16.0,50.0,2017-05-15 07:00:00.000000,32
335571,0.0,60.0,7.0,47.0,3,1,28.0,0.0,2017-05-15 07:00:00.000000,34
335572,0.0,24.0,12.0,66.0,1,2,22.0,58.0,2017-05-15 07:00:00.000000,37
335573,0.0,52.0,9.0,53.0,1,2,24.0,92.0,2017-05-15 07:00:00.000000,38
335574,0.0,108.0,5.0,9.0,1,2,24.0,72.0,2017-05-15 07:00:00.000000,40
335575,0.0,41.0,6.0,53.0,1,2,35.0,91.0,2017-05-15 07:00:00.000000,41
335576,0.0,18.0,9.0,104.0,4,1,10.0,33.0,2017-05-15 07:00:00.000000,43
335577,0.0,87.0,12.0,48.0,1,2,39.0,68.0,2017-05-15 07:00:00.000000,46
335578,0.0,53.0,12.0,80.0,1,2,17.0,88.0,2017-05-15 07:00:00.000000,47
335579,0.0,64.0,12.0,63.0,3,1,24.0,0.0,2017-05-15 08:00:00.000000,1
335580,0.0,31.0,2.0,70.0,1,1,23.0,44.0,2017-05-15 08:00:00.000000,2
335581,0.0,16.0,1.0,88.0,4,1,7.0,10.0,2017-05-15 08:00:00.000000,3
335582,0.0,43.0,9.0,60.0,1,1,13.0,20.0,2017-05-15 08:00:00.000000,5
335583,0.0,14.0,1.0,84.0,1,1,19.0,49.0,2017-05-15 08:00:00.000000,6
335584,0.0,53.0,6.0,32.0,1,2,28.0,75.0,2017-05-15 08:00:00.000000,7
335585,0.0,22.0,12.0,60.0,1,1,11.0,35.0,2017-05-15 08:00:00.000000,8
335586,0.0,18.0,6.0,92.0,3,2,44.0,0.0,2017-05-15 08:00:00.000000,9
335587,0.0,67.0,7.0,70.0,3,1,29.0,0.0,2017-05-15 08:00:00.000000,10
335588,0.0,22.0,1.0,92.0,4,1,20.0,21.0,2017-05-15 08:00:00.000000,11
335589,0.0,13.0,18.0,94.0,4,1,5.0,0.0,2017-05-15 08:00:00.000000,12
335590,0.0,8.0,1.0,66.0,1,1,13.0,30.0,2017-05-15 08:00:00.000000,13
335591,0.0,58.0,9.0,34.0,1,2,13.0,67.0,2017-05-15 08:00:00.000000,14
335592,0.0,49.0,9.0,54.0,1,2,23.0,53.0,2017-05-15 08:00:00.000000,15
335593,0.0,20.0,1.0,68.0,4,1,13.0,17.0,2017-05-15 08:00:00.000000,17
335594,0.0,26.0,6.0,79.0,1,1,16.0,38.0,2017-05-15 08:00:00.000000,18
335595,0.0,23.0,1.0,88.0,4,1,21.0,27.0,2017-05-15 08:00:00.000000,19
335596,0.0,42.0,6.0,67.0,1,1,29.0,44.0,2017-05-15 08:00:00.000000,20
335597,0.0,13.0,12.0,83.0,4,1,2.0,22.0,2017-05-15 08:00:00.000000,21
335598,0.0,67.0,12.0,61.0,3,1,39.0,0.0,2017-05-15 08:00:00.000000,23
335599,0.0,39.0,9.0,73.0,3,1,31.0,0.0,2017-05-15 08:00:00.000000,24
335600,0.0,37.0,1.0,86.0,3,1,26.0,0.0,2017-05-15 08:00:00.000000,25
335601,0.0,62.0,6.0,50.0,5,1,17.0,23.0,2017-05-15 08:00:00.000000,26
335602,0.0,27.0,9.0,94.0,4,1,19.0,0.0,2017-05-15 08:00:00.000000,27
335603,0.0,23.0,6.0,83.0,4,1,16.0,21.0,2017-05-15 08:00:00.000000,28
335604,0.0,18.0,12.0,87.0,1,1,14.0,30.0,2017-05-15 08:00:00.000000,29
335605,0.0,47.0,6.0,57.0,1,1,17.0,41.0,2017-05-15 08:00:00.000000,32
335606,0.0,66.0,7.0,36.0,1,2,25.0,79.0,2017-05-15 08:00:00.000000,34
335607,0.0,18.0,6.0,58.0,1,1,10.0,27.0,2017-05-15 08:00:00.000000,37
335608,0.0,71.0,12.0,32.0,5,1,12.0,0.0,2017-05-15 08:00:00.000000,38
335609,0.0,102.0,12.0,6.0,5,1,27.0,45.0,2017-05-15 08:00:00.000000,40
335610,0.0,53.0,9.0,40.0,1,2,35.0,69.0,2017-05-15 08:00:00.000000,41
335611,0.0,14.0,12.0,94.0,4,1,9.0,17.0,2017-05-15 08:00:00.000000,43
335612,0.0,54.0,6.0,49.0,5,1,22.0,27.0,2017-05-15 08:00:00.000000,46
335613,0.0,64.0,1.0,71.0,5,1,23.0,25.0,2017-05-15 08:00:00.000000,47
335614,0.0,33.0,12.0,68.0,1,1,27.0,52.0,2017-05-15 09:00:00.000000,1
335615,0.0,17.0,2.0,58.0,1,1,24.0,47.0,2017-05-15 09:00:00.000000,2
335616,0.0,11.0,9.0,89.0,4,1,13.0,0.0,2017-05-15 09:00:00.000000,3
335617,0.0,58.0,12.0,42.0,1,1,14.0,29.0,2017-05-15 09:00:00.000000,5
335618,0.0,15.0,9.0,84.0,1,1,19.0,51.0,2017-05-15 09:00:00.000000,6
335619,0.0,67.0,9.0,15.0,1,1,26.0,49.0,2017-05-15 09:00:00.000000,7
335620,0.0,30.0,12.0,50.0,1,1,25.0,21.0,2017-05-15 09:00:00.000000,8
335621,0.0,27.0,6.0,74.0,1,1,28.0,52.0,2017-05-15 09:00:00.000000,9
335622,0.0,36.0,1.0,79.0,4,1,22.0,0.0,2017-05-15 09:00:00.000000,10
335623,0.0,14.0,9.0,94.0,4,1,18.0,31.0,2017-05-15 09:00:00.000000,11
335624,0.0,2.0,14.0,83.0,4,1,7.0,32.0,2017-05-15 09:00:00.000000,12
335625,0.0,16.0,0.0,63.0,1,1,5.0,26.0,2017-05-15 09:00:00.000000,13
335626,0.0,53.0,2.0,36.0,1,2,9.0,70.0,2017-05-15 09:00:00.000000,14
335627,0.0,47.0,12.0,39.0,5,1,21.0,0.0,2017-05-15 09:00:00.000000,15
335628,0.0,13.0,9.0,52.0,4,1,10.0,11.0,2017-05-15 09:00:00.000000,17
335629,0.0,16.0,12.0,92.0,1,1,19.0,38.0,2017-05-15 09:00:00.000000,18
335630,0.0,26.0,12.0,85.0,4,1,13.0,28.0,2017-05-15 09:00:00.000000,19
335631,0.0,38.0,12.0,77.0,1,1,20.0,29.0,2017-05-15 09:00:00.000000,20
335632,0.0,2.0,1.0,78.0,1,1,10.0,28.0,2017-05-15 09:00:00.000000,21
335633,0.0,49.0,12.0,64.0,1,1,21.0,57.0,2017-05-15 09:00:00.000000,23
335634,0.0,37.0,12.0,61.0,3,1,32.0,0.0,2017-05-15 09:00:00.000000,24
335635,0.0,25.0,1.0,76.0,1,2,17.0,58.0,2017-05-15 09:00:00.000000,25
335636,0.0,47.0,1.0,60.0,1,2,15.0,98.0,2017-05-15 09:00:00.000000,26
335637,0.0,21.0,1.0,87.0,4,1,7.0,31.0,2017-05-15 09:00:00.000000,27
335638,0.0,14.0,1.0,93.0,1,2,13.0,67.0,2017-05-15 09:00:00.000000,28
335639,0.0,38.0,9.0,55.0,1,2,11.0,84.0,2017-05-15 09:00:00.000000,29
335640,0.0,41.0,9.0,52.0,1,1,22.0,32.0,2017-05-15 09:00:00.000000,32
335641,0.0,54.0,2.0,56.0,3,1,33.0,0.0,2017-05-15 09:00:00.000000,34
335642,0.0,20.0,9.0,44.0,3,1,12.0,13.0,2017-05-15 09:00:00.000000,37
335643,0.0,73.0,9.0,29.0,1,2,14.0,63.0,2017-05-15 09:00:00.000000,38
335644,0.0,101.0,9.0,9.0,5,1,23.0,56.0,2017-05-15 09:00:00.000000,40
335645,0.0,68.0,15.0,23.0,1,2,31.0,68.0,2017-05-15 09:00:00.000000,41
335646,0.0,10.0,6.0,85.0,4,1,17.0,18.0,2017-05-15 09:00:00.000000,43
335647,0.0,57.0,6.0,53.0,1,2,6.0,73.0,2017-05-15 09:00:00.000000,46
335648,0.0,65.0,9.0,54.0,5,1,13.0,31.0,2017-05-15 09:00:00.000000,47
335649,0.0,69.0,8.0,24.0,1,2,18.0,71.0,2017-05-15 10:00:00.000000,1
335650,0.0,26.0,9.0,45.0,1,1,28.0,43.0,2017-05-15 10:00:00.000000,2
335651,0.0,21.0,1.0,89.0,4,1,17.0,0.0,2017-05-15 10:00:00.000000,3
335652,0.0,29.0,12.0,48.0,1,1,16.0,55.0,2017-05-15 10:00:00.000000,5
335653,0.0,22.0,1.0,74.0,1,1,20.0,27.0,2017-05-15 10:00:00.000000,6
335654,0.0,69.0,9.0,6.0,1,2,21.0,72.0,2017-05-15 10:00:00.000000,7
335655,0.0,24.0,1.0,55.0,3,1,16.0,0.0,2017-05-15 10:00:00.000000,8
335656,0.0,26.0,12.0,68.0,1,1,23.0,31.0,2017-05-15 10:00:00.000000,9
335657,0.0,52.0,1.0,39.0,5,1,25.0,0.0,2017-05-15 10:00:00.000000,10
335658,0.0,8.0,12.0,95.0,4,1,8.0,23.0,2017-05-15 10:00:00.000000,11
335659,0.0,12.0,11.0,78.0,4,1,10.0,13.0,2017-05-15 10:00:00.000000,12
335660,0.0,14.0,0.0,67.0,4,1,6.0,0.0,2017-05-15 10:00:00.000000,13
335661,0.0,66.0,14.0,23.0,1,2,20.0,80.0,2017-05-15 10:00:00.000000,14
335662,0.0,46.0,12.0,34.0,1,1,11.0,43.0,2017-05-15 10:00:00.000000,15
335663,0.0,20.0,14.0,32.0,1,1,16.0,31.0,2017-05-15 10:00:00.000000,17
335664,0.0,21.0,1.0,86.0,4,1,9.0,25.0,2017-05-15 10:00:00.000000,18
335665,0.0,27.0,9.0,87.0,4,1,18.0,30.0,2017-05-15 10:00:00.000000,19
335666,0.0,40.0,9.0,64.0,1,1,24.0,39.0,2017-05-15 10:00:00.000000,20
335667,0.0,1.0,12.0,75.0,1,1,8.0,34.0,2017-05-15 10:00:00.000000,21
335668,0.0,51.0,6.0,46.0,5,1,13.0,30.0,2017-05-15 10:00:00.000000,23
335669,0.0,40.0,1.0,43.0,3,1,28.0,0.0,2017-05-15 10:00:00.000000,24
335670,0.0,38.0,12.0,45.0,1,1,11.0,38.0,2017-05-15 10:00:00.000000,25
335671,0.0,32.0,9.0,62.0,3,1,18.0,0.0,2017-05-15 10:00:00.000000,26
335672,0.0,36.0,9.0,55.0,1,1,22.0,38.0,2017-05-15 10:00:00.000000,27
335673,0.0,34.0,1.0,54.0,1,1,14.0,46.0,2017-05-15 10:00:00.000000,28
335674,0.0,39.0,10.0,36.0,1,1,17.0,37.0,2017-05-15 10:00:00.000000,29
335675,0.0,29.0,8.0,44.0,1,1,25.0,40.0,2017-05-15 10:00:00.000000,32
335676,0.0,59.0,16.0,31.0,1,1,14.0,37.0,2017-05-15 10:00:00.000000,34
335677,0.0,25.0,1.0,35.0,1,2,20.0,55.0,2017-05-15 10:00:00.000000,37
335678,0.0,82.0,1.0,21.0,1,2,14.0,74.0,2017-05-15 10:00:00.000000,38
335679,0.0,89.0,14.0,12.0,5,1,22.0,33.0,2017-05-15 10:00:00.000000,40
335680,0.0,47.0,4.0,16.0,1,1,23.0,46.0,2017-05-15 10:00:00.000000,41
335681,0.0,14.0,12.0,74.0,4,1,10.0,17.0,2017-05-15 10:00:00.000000,43
335682,0.0,58.0,12.0,25.0,1,1,26.0,53.0,2017-05-15 10:00:00.000000,46
335683,0.0,62.0,1.0,53.0,5,1,15.0,8.0,2017-05-15 10:00:00.000000,47
335684,0.0,61.0,7.0,17.0,3,1,19.0,0.0,2017-05-15 11:00:00.000000,1
335685,0.0,27.0,6.0,24.0,1,1,14.0,30.0,2017-05-15 11:00:00.000000,2
335686,0.0,18.0,9.0,94.0,4,1,15.0,0.0,2017-05-15 11:00:00.000000,3
335687,0.0,43.0,12.0,44.0,3,1,31.0,0.0,2017-05-15 11:00:00.000000,5
335688,0.0,16.0,6.0,75.0,1,1,14.0,36.0,2017-05-15 11:00:00.000000,6
335689,0.0,27.0,6.0,43.0,1,1,23.0,21.0,2017-05-15 11:00:00.000000,7
335690,0.0,15.0,6.0,59.0,1,1,12.0,27.0,2017-05-15 11:00:00.000000,8
335691,0.0,28.0,9.0,71.0,3,1,21.0,0.0,2017-05-15 11:00:00.000000,9
335692,0.0,66.0,12.0,40.0,5,1,13.0,26.0,2017-05-15 11:00:00.000000,10
335693,0.0,7.0,6.0,92.0,4,1,7.0,0.0,2017-05-15 11:00:00.000000,11
335694,0.0,16.0,17.0,78.0,4,1,16.0,22.0,2017-05-15 11:00:00.000000,12
335695,0.0,10.0,12.0,53.0,1,1,11.0,25.0,2017-05-15 11:00:00.000000,13
335696,0.0,77.0,11.0,8.0,1,2,17.0,70.0,2017-05-15 11:00:00.000000,14
335697,0.0,26.0,6.0,34.0,3,1,12.0,0.0,2017-05-15 11:00:00.000000,15
335698,0.0,17.0,1.0,50.0,3,1,10.0,0.0,2017-05-15 11:00:00.000000,17
335699,0.0,12.0,1.0,94.0,4,1,13.0,34.0,2017-05-15 11:00:00.000000,18
335700,0.0,17.0,9.0,87.0,4,1,6.0,23.0,2017-05-15 11:00:00.000000,19
335701,0.0,54.0,12.0,45.0,5,1,14.0,33.0,2017-05-15 11:00:00.000000,20
335702,0.0,10.0,9.0,74.0,1,1,10.0,26.0,2017-05-15 11:00:00.000000,21
335703,0.0,35.0,12.0,57.0,1,1,7.0,41.0,2017-05-15 11:00:00.000000,23
335704,0.0,37.0,6.0,41.0,3,1,30.0,23.0,2017-05-15 11:00:00.000000,24
335705,0.0,38.0,12.0,42.0,1,2,11.0,95.0,2017-05-15 11:00:00.000000,25
335706,0.0,34.0,12.0,53.0,3,1,14.0,0.0,2017-05-15 11:00:00.000000,26
335707,0.0,46.0,12.0,35.0,1,1,11.0,35.0,2017-05-15 11:00:00.000000,27
335708,0.0,35.0,9.0,44.0,3,1,30.0,38.0,2017-05-15 11:00:00.000000,28
335709,0.0,18.0,1.0,41.0,1,1,11.0,34.0,2017-05-15 11:00:00.000000,29
335710,0.0,32.0,11.0,43.0,1,1,15.0,28.0,2017-05-15 11:00:00.000000,32
335711,0.0,39.0,19.0,40.0,3,1,18.0,0.0,2017-05-15 11:00:00.000000,34
335712,0.0,37.0,9.0,27.0,5,1,13.0,0.0,2017-05-15 11:00:00.000000,37
335713,0.0,77.0,9.0,18.0,5,1,11.0,0.0,2017-05-15 11:00:00.000000,38
335714,0.0,81.0,9.0,12.0,5,1,33.0,0.0,2017-05-15 11:00:00.000000,40
335715,0.0,49.0,8.0,17.0,1,1,16.0,35.0,2017-05-15 11:00:00.000000,41
335716,0.0,7.0,6.0,74.0,4,1,11.0,14.0,2017-05-15 11:00:00.000000,43
335717,0.0,92.0,9.0,6.0,1,1,24.0,58.0,2017-05-15 11:00:00.000000,46
335718,0.0,80.0,6.0,46.0,5,1,22.0,43.0,2017-05-15 11:00:00.000000,47
335719,0.0,38.0,6.0,0.0,1,6,29.0,529.0,2017-05-15 12:00:00.000000,1
335720,0.0,30.0,1.0,25.0,1,1,18.0,32.0,2017-05-15 12:00:00.000000,2
335721,0.0,9.0,6.0,91.0,4,1,10.0,16.0,2017-05-15 12:00:00.000000,3
335722,0.0,60.0,12.0,31.0,1,1,17.0,32.0,2017-05-15 12:00:00.000000,5
335723,0.0,17.0,9.0,72.0,1,1,21.0,26.0,2017-05-15 12:00:00.000000,6
335724,0.0,53.0,1.0,9.0,5,1,15.0,30.0,2017-05-15 12:00:00.000000,7
335725,0.0,11.0,12.0,52.0,3,1,21.0,16.0,2017-05-15 12:00:00.000000,8
335726,0.0,40.0,6.0,0.0,1,1,17.0,38.0,2017-05-15 12:00:00.000000,9
335727,0.0,87.0,13.0,13.0,5,1,21.0,22.0,2017-05-15 12:00:00.000000,10
335728,0.0,13.0,9.0,90.0,4,1,15.0,28.0,2017-05-15 12:00:00.000000,11
335729,0.0,7.0,14.0,63.0,1,1,19.0,36.0,2017-05-15 12:00:00.000000,12
335730,0.0,0.0,9.0,68.0,1,1,10.0,33.0,2017-05-15 12:00:00.000000,13
335731,0.0,63.0,7.0,19.0,1,1,11.0,35.0,2017-05-15 12:00:00.000000,14
335732,0.0,29.0,9.0,37.0,1,1,6.0,43.0,2017-05-15 12:00:00.000000,15
335733,0.0,13.0,9.0,60.0,4,1,7.0,20.0,2017-05-15 12:00:00.000000,17
335734,0.0,16.0,9.0,85.0,4,1,3.0,15.0,2017-05-15 12:00:00.000000,18
335735,0.0,16.0,6.0,65.0,1,1,17.0,32.0,2017-05-15 12:00:00.000000,19
335736,0.0,54.0,12.0,34.0,5,1,11.0,25.0,2017-05-15 12:00:00.000000,20
335737,0.0,8.0,9.0,62.0,4,1,6.0,12.0,2017-05-15 12:00:00.000000,21
335738,0.0,40.0,6.0,0.0,3,1,26.0,0.0,2017-05-15 12:00:00.000000,23
335739,0.0,39.0,1.0,54.0,3,1,22.0,0.0,2017-05-15 12:00:00.000000,24
335740,0.0,36.0,9.0,29.0,1,1,14.0,50.0,2017-05-15 12:00:00.000000,25
335741,0.0,57.0,6.0,23.0,5,1,16.0,0.0,2017-05-15 12:00:00.000000,26
335742,0.0,35.0,12.0,55.0,4,1,15.0,17.0,2017-05-15 12:00:00.000000,27
335743,0.0,44.0,6.0,46.0,1,1,21.0,25.0,2017-05-15 12:00:00.000000,28
335744,0.0,17.0,12.0,51.0,3,1,22.0,0.0,2017-05-15 12:00:00.000000,29
335745,0.0,40.0,11.0,38.0,1,1,3.0,33.0,2017-05-15 12:00:00.000000,32
335746,0.0,31.0,12.0,49.0,1,1,13.0,32.0,2017-05-15 12:00:00.000000,34
335747,0.0,34.0,9.0,24.0,5,1,14.0,17.0,2017-05-15 12:00:00.000000,37
335748,0.0,73.0,9.0,23.0,5,1,11.0,22.0,2017-05-15 12:00:00.000000,38
335749,0.0,76.0,5.0,17.0,5,1,18.0,31.0,2017-05-15 12:00:00.000000,40
335750,0.0,53.0,12.0,15.0,1,1,15.0,35.0,2017-05-15 12:00:00.000000,41
335751,0.0,13.0,12.0,81.0,1,1,14.0,29.0,2017-05-15 12:00:00.000000,43
335752,0.0,93.0,6.0,12.0,1,1,21.0,55.0,2017-05-15 12:00:00.000000,46
335753,0.0,74.0,6.0,0.0,5,1,20.0,32.0,2017-05-15 12:00:00.000000,47
335754,0.0,56.0,11.0,21.0,1,1,15.0,43.0,2017-05-15 13:00:00.000000,1
335755,0.0,24.0,6.0,30.0,1,1,26.0,37.0,2017-05-15 13:00:00.000000,2
335756,0.0,9.0,1.0,80.0,1,1,12.0,48.0,2017-05-15 13:00:00.000000,3
335757,0.0,66.0,12.0,1.0,1,1,14.0,56.0,2017-05-15 13:00:00.000000,5
335758,0.0,15.0,12.0,62.0,1,1,11.0,32.0,2017-05-15 13:00:00.000000,6
335759,0.0,58.0,6.0,6.0,1,1,20.0,30.0,2017-05-15 13:00:00.000000,7
335760,0.0,18.0,12.0,71.0,1,1,11.0,34.0,2017-05-15 13:00:00.000000,8
335761,0.0,38.0,6.0,46.0,1,1,22.0,50.0,2017-05-15 13:00:00.000000,9
335762,0.0,60.0,11.0,34.0,1,2,14.0,61.0,2017-05-15 13:00:00.000000,10
335763,0.0,14.0,9.0,91.0,1,1,17.0,27.0,2017-05-15 13:00:00.000000,11
335764,0.0,18.0,14.0,60.0,4,1,17.0,0.0,2017-05-15 13:00:00.000000,12
335765,0.0,0.0,1.0,64.0,4,1,6.0,13.0,2017-05-15 13:00:00.000000,13
335766,0.0,66.0,6.0,14.0,1,1,15.0,44.0,2017-05-15 13:00:00.000000,14
335767,0.0,45.0,9.0,29.0,1,2,8.0,133.0,2017-05-15 13:00:00.000000,15
335768,0.0,25.0,12.0,56.0,4,1,8.0,14.0,2017-05-15 13:00:00.000000,17
335769,0.0,21.0,1.0,82.0,1,1,7.0,36.0,2017-05-15 13:00:00.000000,18
335770,0.0,36.0,15.0,55.0,1,2,21.0,150.0,2017-05-15 13:00:00.000000,19
335771,0.0,70.0,1.0,13.0,5,1,18.0,0.0,2017-05-15 13:00:00.000000,20
335772,0.0,13.0,1.0,63.0,1,1,10.0,20.0,2017-05-15 13:00:00.000000,21
335773,0.0,57.0,1.0,42.0,5,1,25.0,0.0,2017-05-15 13:00:00.000000,23
335774,0.0,35.0,9.0,54.0,3,1,30.0,34.0,2017-05-15 13:00:00.000000,24
335775,0.0,43.0,6.0,30.0,5,1,15.0,0.0,2017-05-15 13:00:00.000000,25
335776,0.0,55.0,9.0,24.0,1,2,17.0,120.0,2017-05-15 13:00:00.000000,26
335777,0.0,32.0,6.0,58.0,1,1,17.0,34.0,2017-05-15 13:00:00.000000,27
335778,0.0,41.0,12.0,37.0,1,1,27.0,56.0,2017-05-15 13:00:00.000000,28
335779,0.0,17.0,12.0,78.0,4,1,17.0,21.0,2017-05-15 13:00:00.000000,29
335780,0.0,46.0,11.0,33.0,1,1,19.0,33.0,2017-05-15 13:00:00.000000,32
335781,0.0,43.0,16.0,41.0,1,1,14.0,44.0,2017-05-15 13:00:00.000000,34
335782,0.0,20.0,6.0,26.0,3,1,13.0,0.0,2017-05-15 13:00:00.000000,37
335783,0.0,40.0,9.0,48.0,5,1,13.0,0.0,2017-05-15 13:00:00.000000,38
335784,0.0,66.0,18.0,29.0,1,2,40.0,135.0,2017-05-15 13:00:00.000000,40
335785,0.0,55.0,4.0,8.0,1,1,28.0,31.0,2017-05-15 13:00:00.000000,41
335786,0.0,12.0,22.0,57.0,1,2,32.0,64.0,2017-05-15 13:00:00.000000,43
335787,0.0,77.0,13.0,11.0,5,1,8.0,37.0,2017-05-15 13:00:00.000000,46
335788,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-05-15 13:00:00.000000,47
335789,0.0,55.0,17.0,45.0,1,3,32.0,154.0,2017-05-15 14:00:00.000000,1
335790,0.0,21.0,3.0,40.0,1,1,13.0,35.0,2017-05-15 14:00:00.000000,2
335791,0.0,21.0,9.0,53.0,4,1,12.0,22.0,2017-05-15 14:00:00.000000,3
335792,0.0,47.0,4.0,45.0,1,1,20.0,59.0,2017-05-15 14:00:00.000000,5
335793,0.0,21.0,6.0,58.0,1,1,19.0,30.0,2017-05-15 14:00:00.000000,6
335794,0.0,48.0,6.0,18.0,1,1,20.0,31.0,2017-05-15 14:00:00.000000,7
335795,0.0,27.0,6.0,67.0,1,1,33.0,57.0,2017-05-15 14:00:00.000000,8
335796,0.0,55.0,12.0,44.0,1,2,18.0,81.0,2017-05-15 14:00:00.000000,9
335797,0.0,52.0,20.0,47.0,1,2,34.0,141.0,2017-05-15 14:00:00.000000,10
335798,0.0,24.0,6.0,66.0,1,2,21.0,76.0,2017-05-15 14:00:00.000000,11
335799,0.0,13.0,6.0,63.0,1,1,19.0,31.0,2017-05-15 14:00:00.000000,12
335800,0.0,18.0,6.0,62.0,1,1,9.0,34.0,2017-05-15 14:00:00.000000,13
335801,0.0,50.0,13.0,25.0,1,1,16.0,38.0,2017-05-15 14:00:00.000000,14
335802,0.0,46.0,16.0,44.0,1,3,29.0,162.0,2017-05-15 14:00:00.000000,15
335803,0.0,21.0,9.0,51.0,1,1,16.0,33.0,2017-05-15 14:00:00.000000,17
335804,0.0,16.0,12.0,78.0,1,1,20.0,39.0,2017-05-15 14:00:00.000000,18
335805,0.0,64.0,35.0,35.0,1,3,47.0,181.0,2017-05-15 14:00:00.000000,19
335806,0.0,55.0,7.0,42.0,1,2,29.0,137.0,2017-05-15 14:00:00.000000,20
335807,0.0,17.0,1.0,72.0,1,1,11.0,53.0,2017-05-15 14:00:00.000000,21
335808,0.0,79.0,23.0,33.0,1,3,17.0,177.0,2017-05-15 14:00:00.000000,23
335809,0.0,44.0,23.0,51.0,1,2,28.0,93.0,2017-05-15 14:00:00.000000,24
335810,0.0,53.0,21.0,50.0,1,2,33.0,152.0,2017-05-15 14:00:00.000000,25
335811,0.0,46.0,17.0,36.0,1,2,26.0,115.0,2017-05-15 14:00:00.000000,26
335812,0.0,53.0,17.0,34.0,1,2,23.0,144.0,2017-05-15 14:00:00.000000,27
335813,0.0,33.0,12.0,57.0,1,1,23.0,36.0,2017-05-15 14:00:00.000000,28
335814,0.0,30.0,6.0,48.0,1,1,22.0,52.0,2017-05-15 14:00:00.000000,29
335815,0.0,46.0,23.0,41.0,1,2,22.0,114.0,2017-05-15 14:00:00.000000,32
335816,0.0,77.0,19.0,25.0,1,3,32.0,172.0,2017-05-15 14:00:00.000000,34
335817,0.0,19.0,6.0,24.0,3,1,9.0,0.0,2017-05-15 14:00:00.000000,37
335818,0.0,50.0,11.0,41.0,1,2,12.0,85.0,2017-05-15 14:00:00.000000,38
335819,0.0,85.0,32.0,17.0,1,2,56.0,97.0,2017-05-15 14:00:00.000000,40
335820,0.0,53.0,13.0,15.0,1,1,20.0,41.0,2017-05-15 14:00:00.000000,41
335821,0.0,15.0,10.0,63.0,1,1,17.0,60.0,2017-05-15 14:00:00.000000,43
335822,0.0,85.0,16.0,14.0,1,2,34.0,63.0,2017-05-15 14:00:00.000000,46
335823,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-05-15 14:00:00.000000,47
335824,0.0,61.0,35.0,40.0,1,3,39.0,160.0,2017-05-15 15:00:00.000000,1
335825,0.0,23.0,19.0,43.0,1,2,30.0,112.0,2017-05-15 15:00:00.000000,2
335826,0.0,31.0,10.0,47.0,1,2,24.0,93.0,2017-05-15 15:00:00.000000,3
335827,0.0,49.0,22.0,45.0,1,2,34.0,142.0,2017-05-15 15:00:00.000000,5
335828,0.0,19.0,1.0,59.0,1,2,9.0,65.0,2017-05-15 15:00:00.000000,6
335829,0.0,34.0,1.0,46.0,3,1,26.0,29.0,2017-05-15 15:00:00.000000,7
335830,0.0,29.0,12.0,68.0,1,1,24.0,49.0,2017-05-15 15:00:00.000000,8
335831,0.0,47.0,16.0,55.0,1,2,36.0,160.0,2017-05-15 15:00:00.000000,9
335832,0.0,48.0,22.0,42.0,1,2,47.0,134.0,2017-05-15 15:00:00.000000,10
335833,0.0,44.0,19.0,67.0,1,2,31.0,136.0,2017-05-15 15:00:00.000000,11
335834,0.0,7.0,14.0,73.0,1,1,15.0,40.0,2017-05-15 15:00:00.000000,12
335835,0.0,21.0,9.0,51.0,1,1,15.0,49.0,2017-05-15 15:00:00.000000,13
335836,0.0,44.0,7.0,31.0,1,2,6.0,57.0,2017-05-15 15:00:00.000000,14
335837,0.0,48.0,32.0,44.0,1,3,25.0,153.0,2017-05-15 15:00:00.000000,15
335838,0.0,48.0,6.0,39.0,1,1,12.0,29.0,2017-05-15 15:00:00.000000,17
335839,0.0,32.0,12.0,68.0,1,2,16.0,93.0,2017-05-15 15:00:00.000000,18
335840,0.0,62.0,37.0,41.0,1,3,55.0,208.0,2017-05-15 15:00:00.000000,19
335841,0.0,49.0,26.0,40.0,1,3,34.0,168.0,2017-05-15 15:00:00.000000,20
335842,0.0,21.0,12.0,70.0,1,1,9.0,30.0,2017-05-15 15:00:00.000000,21
335843,0.0,65.0,35.0,38.0,1,3,29.0,160.0,2017-05-15 15:00:00.000000,23
335844,0.0,55.0,25.0,45.0,1,2,48.0,95.0,2017-05-15 15:00:00.000000,24
335845,0.0,54.0,33.0,39.0,1,3,35.0,152.0,2017-05-15 15:00:00.000000,25
335846,0.0,57.0,38.0,39.0,1,2,43.0,98.0,2017-05-15 15:00:00.000000,26
335847,0.0,55.0,35.0,36.0,1,2,37.0,143.0,2017-05-15 15:00:00.000000,27
335848,0.0,33.0,6.0,52.0,1,1,36.0,51.0,2017-05-15 15:00:00.000000,28
335849,0.0,48.0,22.0,40.0,1,2,28.0,80.0,2017-05-15 15:00:00.000000,29
335850,0.0,37.0,32.0,45.0,1,2,28.0,156.0,2017-05-15 15:00:00.000000,32
335851,0.0,99.0,30.0,7.0,1,3,64.0,169.0,2017-05-15 15:00:00.000000,34
335852,0.0,34.0,9.0,33.0,1,1,20.0,39.0,2017-05-15 15:00:00.000000,37
