id,co,no2,so2,o3,first,grade,pm25,pm10,date,station_id
322061,0.5,76.0,8.0,31.0,5,1,24.0,0.0,2017-04-27 06:00:00.000000,34
322062,0.4,45.0,2.0,32.0,5,1,15.0,0.0,2017-04-27 06:00:00.000000,37
322063,0.4,58.0,2.0,42.0,1,1,22.0,49.0,2017-04-27 06:00:00.000000,38
322064,0.3,92.0,6.0,2.0,1,2,31.0,60.0,2017-04-27 06:00:00.000000,40
322065,0.1,52.0,6.0,38.0,1,2,27.0,64.0,2017-04-27 06:00:00.000000,41
322066,0.2,9.0,2.0,65.0,1,1,16.0,28.0,2017-04-27 06:00:00.000000,43
322067,0.3,35.0,2.0,60.0,1,1,13.0,32.0,2017-04-27 06:00:00.000000,46
322068,0.6,82.0,2.0,49.0,1,1,16.0,46.0,2017-04-27 06:00:00.000000,47
322069,0.3,45.0,11.0,49.0,1,1,12.0,43.0,2017-04-27 07:00:00.000000,1
322070,0.3,28.0,2.0,43.0,3,2,39.0,55.0,2017-04-27 07:00:00.000000,2
322071,0.2,5.0,2.0,87.0,4,1,3.0,16.0,2017-04-27 07:00:00.000000,3
322072,0.4,88.0,2.0,4.0,1,1,15.0,45.0,2017-04-27 07:00:00.000000,5
322073,0.3,77.0,2.0,23.0,1,2,15.0,92.0,2017-04-27 07:00:00.000000,6
322074,0.4,58.0,2.0,38.0,1,2,11.0,67.0,2017-04-27 07:00:00.000000,7
322075,0.4,22.0,2.0,71.0,1,1,21.0,32.0,2017-04-27 07:00:00.000000,8
322076,0.2,69.0,2.0,35.0,1,2,26.0,78.0,2017-04-27 07:00:00.000000,9
322077,0.3,42.0,2.0,63.0,1,1,14.0,35.0,2017-04-27 07:00:00.000000,10
322078,0.1,13.0,2.0,89.0,1,1,9.0,29.0,2017-04-27 07:00:00.000000,11
322079,0.2,3.0,2.0,93.0,1,1,12.0,45.0,2017-04-27 07:00:00.000000,12
322080,0.2,3.0,2.0,94.0,4,1,8.0,24.0,2017-04-27 07:00:00.000000,13
322081,0.3,68.0,3.0,26.0,1,1,18.0,41.0,2017-04-27 07:00:00.000000,14
322082,0.3,37.0,2.0,49.0,5,1,3.0,18.0,2017-04-27 07:00:00.000000,15
322083,0.4,62.0,2.0,26.0,1,2,4.0,83.0,2017-04-27 07:00:00.000000,17
322084,0.3,39.0,2.0,61.0,1,1,14.0,23.0,2017-04-27 07:00:00.000000,18
322085,0.3,53.0,2.0,50.0,1,1,31.0,49.0,2017-04-27 07:00:00.000000,19
322086,0.7,88.0,2.0,5.0,1,2,13.0,82.0,2017-04-27 07:00:00.000000,20
322087,0.2,8.0,2.0,62.0,1,2,15.0,55.0,2017-04-27 07:00:00.000000,21
322088,0.4,48.0,2.0,61.0,1,1,15.0,35.0,2017-04-27 07:00:00.000000,23
322089,0.3,37.0,2.0,57.0,1,1,10.0,39.0,2017-04-27 07:00:00.000000,24
322090,0.4,39.0,2.0,45.0,1,1,15.0,41.0,2017-04-27 07:00:00.000000,25
322091,0.3,45.0,2.0,49.0,1,1,15.0,27.0,2017-04-27 07:00:00.000000,26
322092,0.3,44.0,2.0,59.0,1,2,12.0,53.0,2017-04-27 07:00:00.000000,27
322093,0.4,56.0,2.0,29.0,1,2,32.0,68.0,2017-04-27 07:00:00.000000,28
322094,0.3,42.0,2.0,57.0,1,1,18.0,43.0,2017-04-27 07:00:00.000000,29
322095,0.3,54.0,2.0,31.0,1,2,10.0,67.0,2017-04-27 07:00:00.000000,32
322096,0.5,70.0,5.0,29.0,1,2,27.0,60.0,2017-04-27 07:00:00.000000,34
322097,0.4,51.0,2.0,23.0,5,1,17.0,0.0,2017-04-27 07:00:00.000000,37
322098,0.4,63.0,3.0,33.0,1,1,14.0,43.0,2017-04-27 07:00:00.000000,38
322099,0.4,81.0,6.0,2.0,1,2,27.0,53.0,2017-04-27 07:00:00.000000,40
322100,0.1,56.0,6.0,26.0,1,2,0.0,86.0,2017-04-27 07:00:00.000000,41
322101,0.2,8.0,2.0,59.0,1,1,6.0,25.0,2017-04-27 07:00:00.000000,43
322102,0.4,43.0,2.0,48.0,1,1,16.0,39.0,2017-04-27 07:00:00.000000,46
322103,0.6,91.0,3.0,38.0,1,2,15.0,51.0,2017-04-27 07:00:00.000000,47
322104,0.3,88.0,11.0,4.0,1,2,18.0,72.0,2017-04-27 08:00:00.000000,1
322105,0.3,51.0,2.0,7.0,3,1,31.0,43.0,2017-04-27 08:00:00.000000,2
322106,0.1,3.0,2.0,86.0,4,1,3.0,12.0,2017-04-27 08:00:00.000000,3
322107,0.4,94.0,2.0,2.0,1,2,16.0,84.0,2017-04-27 08:00:00.000000,5
322108,0.4,100.0,2.0,2.0,1,2,18.0,64.0,2017-04-27 08:00:00.000000,6
322109,0.3,34.0,2.0,59.0,1,2,4.0,111.0,2017-04-27 08:00:00.000000,7
322110,0.5,40.0,2.0,36.0,1,2,31.0,64.0,2017-04-27 08:00:00.000000,8
322111,0.3,63.0,2.0,35.0,1,1,18.0,40.0,2017-04-27 08:00:00.000000,9
322112,0.4,74.0,2.0,25.0,1,1,15.0,43.0,2017-04-27 08:00:00.000000,10
322113,0.1,10.0,2.0,90.0,1,1,8.0,39.0,2017-04-27 08:00:00.000000,11
322114,0.2,5.0,2.0,76.0,1,2,3.0,51.0,2017-04-27 08:00:00.000000,12
322115,0.2,3.0,2.0,90.0,4,1,7.0,22.0,2017-04-27 08:00:00.000000,13
322116,0.3,72.0,4.0,16.0,1,2,16.0,59.0,2017-04-27 08:00:00.000000,14
322117,0.4,54.0,2.0,22.0,5,1,0.0,0.0,2017-04-27 08:00:00.000000,15
322118,0.5,87.0,2.0,4.0,1,1,30.0,45.0,2017-04-27 08:00:00.000000,17
322119,0.3,34.0,2.0,62.0,1,1,9.0,25.0,2017-04-27 08:00:00.000000,18
322120,0.3,65.0,2.0,35.0,1,2,31.0,63.0,2017-04-27 08:00:00.000000,19
322121,0.7,91.0,2.0,2.0,1,2,19.0,85.0,2017-04-27 08:00:00.000000,20
322122,0.2,5.0,2.0,62.0,1,1,10.0,46.0,2017-04-27 08:00:00.000000,21
322123,0.6,88.0,4.0,17.0,1,2,12.0,52.0,2017-04-27 08:00:00.000000,23
322124,0.4,49.0,2.0,36.0,1,1,18.0,49.0,2017-04-27 08:00:00.000000,24
322125,0.4,43.0,2.0,28.0,1,1,15.0,36.0,2017-04-27 08:00:00.000000,25
322126,0.3,62.0,2.0,32.0,1,1,14.0,34.0,2017-04-27 08:00:00.000000,26
322127,0.4,67.0,2.0,30.0,1,2,11.0,55.0,2017-04-27 08:00:00.000000,27
322128,0.5,67.0,3.0,12.0,1,2,21.0,64.0,2017-04-27 08:00:00.000000,28
322129,0.3,29.0,2.0,63.0,1,1,16.0,29.0,2017-04-27 08:00:00.000000,29
322130,0.3,62.0,2.0,18.0,1,2,13.0,55.0,2017-04-27 08:00:00.000000,32
322131,0.5,88.0,7.0,9.0,1,2,38.0,80.0,2017-04-27 08:00:00.000000,34
322132,0.4,54.0,2.0,11.0,3,1,24.0,0.0,2017-04-27 08:00:00.000000,37
322133,0.4,76.0,3.0,23.0,1,2,24.0,68.0,2017-04-27 08:00:00.000000,38
322134,0.4,79.0,7.0,2.0,1,1,23.0,47.0,2017-04-27 08:00:00.000000,40
322135,0.1,82.0,8.0,2.0,1,2,32.0,82.0,2017-04-27 08:00:00.000000,41
322136,0.2,9.0,2.0,56.0,3,1,19.0,0.0,2017-04-27 08:00:00.000000,43
322137,0.6,73.0,8.0,18.0,1,2,21.0,64.0,2017-04-27 08:00:00.000000,46
322138,0.9,126.0,6.0,7.0,1,2,26.0,79.0,2017-04-27 08:00:00.000000,47
322139,0.4,87.0,11.0,6.0,5,1,15.0,41.0,2017-04-27 09:00:00.000000,1
322140,0.4,61.0,5.0,2.0,1,1,27.0,42.0,2017-04-27 09:00:00.000000,2
322141,0.1,2.0,2.0,88.0,4,1,9.0,0.0,2017-04-27 09:00:00.000000,3
322142,0.3,94.0,2.0,2.0,1,2,33.0,75.0,2017-04-27 09:00:00.000000,5
322143,0.3,97.0,2.0,2.0,1,2,19.0,65.0,2017-04-27 09:00:00.000000,6
322144,0.4,69.0,2.0,15.0,5,1,19.0,0.0,2017-04-27 09:00:00.000000,7
322145,0.5,36.0,2.0,32.0,3,1,28.0,30.0,2017-04-27 09:00:00.000000,8
322146,0.3,78.0,2.0,16.0,1,2,19.0,70.0,2017-04-27 09:00:00.000000,9
322147,0.4,97.0,2.0,2.0,5,1,23.0,47.0,2017-04-27 09:00:00.000000,10
322148,0.2,30.0,2.0,61.0,1,1,6.0,49.0,2017-04-27 09:00:00.000000,11
322149,0.2,5.0,2.0,71.0,1,1,9.0,49.0,2017-04-27 09:00:00.000000,12
322150,0.2,2.0,2.0,88.0,4,1,8.0,18.0,2017-04-27 09:00:00.000000,13
322151,0.3,64.0,5.0,22.0,1,1,20.0,36.0,2017-04-27 09:00:00.000000,14
322152,0.4,72.0,2.0,6.0,3,6,319.0,0.0,2017-04-27 09:00:00.000000,15
322153,0.4,53.0,2.0,10.0,5,1,15.0,23.0,2017-04-27 09:00:00.000000,17
322154,0.3,21.0,2.0,78.0,4,1,14.0,16.0,2017-04-27 09:00:00.000000,18
322155,0.3,77.0,2.0,22.0,1,2,32.0,68.0,2017-04-27 09:00:00.000000,19
322156,0.7,96.0,3.0,2.0,1,2,26.0,92.0,2017-04-27 09:00:00.000000,20
322157,0.2,12.0,2.0,61.0,3,1,16.0,0.0,2017-04-27 09:00:00.000000,21
322158,0.9,112.0,8.0,2.0,1,2,34.0,89.0,2017-04-27 09:00:00.000000,23
322159,0.4,59.0,2.0,22.0,1,1,16.0,40.0,2017-04-27 09:00:00.000000,24
322160,0.4,44.0,2.0,15.0,1,1,19.0,33.0,2017-04-27 09:00:00.000000,25
322161,0.3,61.0,2.0,28.0,1,1,17.0,33.0,2017-04-27 09:00:00.000000,26
322162,0.6,89.0,2.0,4.0,1,2,19.0,72.0,2017-04-27 09:00:00.000000,27
322163,0.5,76.0,5.0,2.0,1,2,33.0,110.0,2017-04-27 09:00:00.000000,28
322164,0.2,18.0,2.0,71.0,1,1,15.0,26.0,2017-04-27 09:00:00.000000,29
322165,0.3,65.0,2.0,11.0,1,1,9.0,34.0,2017-04-27 09:00:00.000000,32
322166,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-04-27 09:00:00.000000,34
322167,0.4,59.0,2.0,7.0,3,1,28.0,0.0,2017-04-27 09:00:00.000000,37
322168,0.5,94.0,3.0,9.0,5,1,11.0,32.0,2017-04-27 09:00:00.000000,38
322169,0.4,79.0,7.0,2.0,5,1,22.0,35.0,2017-04-27 09:00:00.000000,40
322170,0.1,66.0,7.0,7.0,3,2,39.0,0.0,2017-04-27 09:00:00.000000,41
322171,0.2,13.0,3.0,49.0,1,1,10.0,23.0,2017-04-27 09:00:00.000000,43
322172,0.5,87.0,6.0,2.0,1,2,22.0,69.0,2017-04-27 09:00:00.000000,46
322173,1.2,126.0,10.0,3.0,1,3,32.0,158.0,2017-04-27 09:00:00.000000,47
322174,0.3,72.0,4.0,23.0,5,1,12.0,25.0,2017-04-27 10:00:00.000000,1
322175,0.4,60.0,3.0,2.0,3,2,36.0,48.0,2017-04-27 10:00:00.000000,2
322176,0.1,3.0,2.0,82.0,4,1,9.0,10.0,2017-04-27 10:00:00.000000,3
322177,0.3,90.0,3.0,2.0,1,2,29.0,94.0,2017-04-27 10:00:00.000000,5
322178,0.3,88.0,2.0,6.0,1,2,19.0,64.0,2017-04-27 10:00:00.000000,6
322179,0.4,75.0,2.0,2.0,1,2,19.0,56.0,2017-04-27 10:00:00.000000,7
322180,0.4,18.0,2.0,47.0,1,1,21.0,31.0,2017-04-27 10:00:00.000000,8
322181,0.3,90.0,2.0,2.0,1,2,28.0,59.0,2017-04-27 10:00:00.000000,9
322182,0.4,99.0,2.0,2.0,1,2,22.0,72.0,2017-04-27 10:00:00.000000,10
322183,0.2,27.0,2.0,65.0,1,1,11.0,36.0,2017-04-27 10:00:00.000000,11
322184,0.2,13.0,2.0,55.0,1,1,15.0,23.0,2017-04-27 10:00:00.000000,12
322185,0.2,2.0,2.0,86.0,4,1,9.0,17.0,2017-04-27 10:00:00.000000,13
322186,0.3,51.0,6.0,32.0,1,2,17.0,54.0,2017-04-27 10:00:00.000000,14
322187,0.3,51.0,2.0,24.0,3,4,146.0,0.0,2017-04-27 10:00:00.000000,15
322188,0.2,14.0,7.0,21.0,3,1,16.0,0.0,2017-04-27 10:00:00.000000,17
322189,0.4,22.0,2.0,77.0,4,1,13.0,22.0,2017-04-27 10:00:00.000000,18
322190,0.4,96.0,2.0,4.0,1,2,38.0,106.0,2017-04-27 10:00:00.000000,19
322191,0.7,85.0,3.0,2.0,1,2,20.0,70.0,2017-04-27 10:00:00.000000,20
322192,0.2,10.0,2.0,64.0,4,1,8.0,16.0,2017-04-27 10:00:00.000000,21
322193,0.4,94.0,3.0,4.0,5,1,20.0,37.0,2017-04-27 10:00:00.000000,23
322194,0.4,69.0,2.0,5.0,1,1,14.0,47.0,2017-04-27 10:00:00.000000,24
322195,0.4,45.0,2.0,12.0,3,1,19.0,26.0,2017-04-27 10:00:00.000000,25
322196,0.3,59.0,5.0,29.0,5,1,14.0,23.0,2017-04-27 10:00:00.000000,26
322197,0.6,92.0,2.0,2.0,1,2,17.0,71.0,2017-04-27 10:00:00.000000,27
322198,0.4,76.0,4.0,2.0,1,2,24.0,99.0,2017-04-27 10:00:00.000000,28
322199,0.2,20.0,3.0,50.0,1,1,12.0,25.0,2017-04-27 10:00:00.000000,29
322200,0.1,57.0,2.0,14.0,1,1,18.0,37.0,2017-04-27 10:00:00.000000,32
322201,0.4,99.0,12.0,2.0,1,2,41.0,75.0,2017-04-27 10:00:00.000000,34
322202,0.4,60.0,2.0,4.0,5,1,18.0,0.0,2017-04-27 10:00:00.000000,37
322203,0.5,100.0,2.0,2.0,1,2,19.0,78.0,2017-04-27 10:00:00.000000,38
322204,0.4,90.0,7.0,2.0,5,1,18.0,32.0,2017-04-27 10:00:00.000000,40
322205,0.1,36.0,6.0,26.0,1,1,22.0,32.0,2017-04-27 10:00:00.000000,41
322206,0.2,14.0,3.0,43.0,1,1,13.0,22.0,2017-04-27 10:00:00.000000,43
322207,0.6,85.0,6.0,2.0,1,1,25.0,49.0,2017-04-27 10:00:00.000000,46
322208,1.2,113.0,11.0,2.0,1,2,71.0,147.0,2017-04-27 10:00:00.000000,47
322209,0.3,67.0,6.0,27.0,1,1,12.0,47.0,2017-04-27 11:00:00.000000,1
322210,0.3,58.0,3.0,2.0,3,1,27.0,36.0,2017-04-27 11:00:00.000000,2
322211,0.2,4.0,2.0,84.0,4,1,7.0,7.0,2017-04-27 11:00:00.000000,3
322212,0.3,90.0,3.0,2.0,1,2,35.0,102.0,2017-04-27 11:00:00.000000,5
322213,0.3,85.0,2.0,2.0,1,2,18.0,66.0,2017-04-27 11:00:00.000000,6
322214,0.4,68.0,3.0,2.0,5,1,16.0,29.0,2017-04-27 11:00:00.000000,7
322215,0.2,22.0,2.0,40.0,1,1,22.0,43.0,2017-04-27 11:00:00.000000,8
322216,0.2,66.0,2.0,25.0,1,2,19.0,54.0,2017-04-27 11:00:00.000000,9
322217,0.4,92.0,3.0,2.0,1,2,27.0,73.0,2017-04-27 11:00:00.000000,10
322218,0.2,14.0,2.0,79.0,1,1,14.0,35.0,2017-04-27 11:00:00.000000,11
322219,0.2,21.0,2.0,36.0,3,1,16.0,0.0,2017-04-27 11:00:00.000000,12
322220,0.2,4.0,2.0,81.0,4,1,9.0,19.0,2017-04-27 11:00:00.000000,13
322221,0.2,65.0,7.0,16.0,1,2,15.0,53.0,2017-04-27 11:00:00.000000,14
322222,0.3,40.0,2.0,32.0,3,2,49.0,0.0,2017-04-27 11:00:00.000000,15
322223,0.3,14.0,3.0,29.0,1,1,15.0,34.0,2017-04-27 11:00:00.000000,17
322224,0.4,33.0,2.0,66.0,1,1,9.0,29.0,2017-04-27 11:00:00.000000,18
322225,0.4,103.0,4.0,2.0,1,2,42.0,121.0,2017-04-27 11:00:00.000000,19
322226,0.7,79.0,3.0,2.0,1,2,22.0,61.0,2017-04-27 11:00:00.000000,20
322227,0.2,17.0,3.0,53.0,3,1,17.0,23.0,2017-04-27 11:00:00.000000,21
322228,0.3,88.0,3.0,10.0,1,1,16.0,44.0,2017-04-27 11:00:00.000000,23
322229,0.3,51.0,2.0,18.0,5,1,13.0,21.0,2017-04-27 11:00:00.000000,24
322230,0.3,32.0,2.0,23.0,3,1,22.0,0.0,2017-04-27 11:00:00.000000,25
322231,0.2,68.0,5.0,16.0,1,1,9.0,35.0,2017-04-27 11:00:00.000000,26
322232,0.4,82.0,2.0,5.0,1,2,26.0,60.0,2017-04-27 11:00:00.000000,27
322233,0.3,74.0,3.0,2.0,1,2,24.0,86.0,2017-04-27 11:00:00.000000,28
322234,0.2,16.0,3.0,47.0,1,1,12.0,21.0,2017-04-27 11:00:00.000000,29
322235,0.2,51.0,2.0,21.0,1,1,9.0,37.0,2017-04-27 11:00:00.000000,32
322236,0.3,94.0,12.0,2.0,1,2,41.0,76.0,2017-04-27 11:00:00.000000,34
322237,0.4,56.0,2.0,6.0,5,1,19.0,0.0,2017-04-27 11:00:00.000000,37
322238,0.3,101.0,2.0,2.0,1,2,12.0,78.0,2017-04-27 11:00:00.000000,38
322239,0.4,95.0,8.0,2.0,5,1,19.0,31.0,2017-04-27 11:00:00.000000,40
322240,0.1,46.0,6.0,13.0,1,1,21.0,38.0,2017-04-27 11:00:00.000000,41
322241,0.2,12.0,2.0,48.0,3,1,18.0,0.0,2017-04-27 11:00:00.000000,43
322242,0.5,78.0,4.0,3.0,5,1,18.0,33.0,2017-04-27 11:00:00.000000,46
322243,0.9,150.0,18.0,2.0,3,2,75.0,111.0,2017-04-27 11:00:00.000000,47
322244,0.2,63.0,5.0,0.0,5,1,14.0,29.0,2017-04-27 12:00:00.000000,1
322245,0.3,57.0,2.0,2.0,3,2,57.0,60.0,2017-04-27 12:00:00.000000,2
322246,0.1,5.0,2.0,82.0,4,1,3.0,10.0,2017-04-27 12:00:00.000000,3
322247,0.3,88.0,3.0,2.0,1,2,29.0,74.0,2017-04-27 12:00:00.000000,5
322248,0.3,47.0,2.0,45.0,1,1,12.0,48.0,2017-04-27 12:00:00.000000,6
322249,0.4,64.0,5.0,2.0,1,2,17.0,57.0,2017-04-27 12:00:00.000000,7
322250,0.3,24.0,2.0,35.0,3,1,20.0,0.0,2017-04-27 12:00:00.000000,8
322251,0.2,64.0,2.0,0.0,1,1,14.0,38.0,2017-04-27 12:00:00.000000,9
322252,0.4,94.0,4.0,2.0,1,2,26.0,66.0,2017-04-27 12:00:00.000000,10
322253,0.2,8.0,2.0,86.0,1,1,8.0,30.0,2017-04-27 12:00:00.000000,11
322254,0.2,25.0,3.0,32.0,5,1,4.0,0.0,2017-04-27 12:00:00.000000,12
322255,0.2,4.0,2.0,81.0,4,1,6.0,20.0,2017-04-27 12:00:00.000000,13
322256,0.5,70.0,16.0,9.0,1,2,22.0,67.0,2017-04-27 12:00:00.000000,14
322257,0.2,28.0,2.0,43.0,1,1,10.0,50.0,2017-04-27 12:00:00.000000,15
322258,0.4,21.0,6.0,27.0,1,1,14.0,26.0,2017-04-27 12:00:00.000000,17
322259,0.4,32.0,2.0,70.0,1,1,18.0,50.0,2017-04-27 12:00:00.000000,18
322260,0.4,94.0,3.0,2.0,1,2,35.0,69.0,2017-04-27 12:00:00.000000,19
322261,0.6,77.0,3.0,2.0,1,2,15.0,59.0,2017-04-27 12:00:00.000000,20
322262,0.4,21.0,8.0,55.0,1,1,12.0,25.0,2017-04-27 12:00:00.000000,21
322263,0.3,88.0,4.0,0.0,5,1,25.0,41.0,2017-04-27 12:00:00.000000,23
322264,0.2,47.0,2.0,27.0,1,1,14.0,33.0,2017-04-27 12:00:00.000000,24
322265,0.3,27.0,2.0,30.0,3,1,17.0,22.0,2017-04-27 12:00:00.000000,25
322266,0.2,61.0,6.0,20.0,1,1,15.0,31.0,2017-04-27 12:00:00.000000,26
322267,0.4,81.0,2.0,5.0,1,1,10.0,44.0,2017-04-27 12:00:00.000000,27
322268,0.3,66.0,2.0,2.0,1,2,15.0,54.0,2017-04-27 12:00:00.000000,28
322269,0.1,15.0,3.0,70.0,1,1,14.0,22.0,2017-04-27 12:00:00.000000,29
322270,0.3,54.0,2.0,6.0,1,2,12.0,55.0,2017-04-27 12:00:00.000000,32
322271,0.3,90.0,13.0,4.0,1,2,40.0,80.0,2017-04-27 12:00:00.000000,34
322272,0.4,54.0,2.0,7.0,5,1,18.0,0.0,2017-04-27 12:00:00.000000,37
322273,0.3,100.0,2.0,2.0,5,1,19.0,26.0,2017-04-27 12:00:00.000000,38
322274,0.4,96.0,9.0,2.0,5,1,21.0,34.0,2017-04-27 12:00:00.000000,40
322275,0.1,42.0,6.0,29.0,3,1,16.0,0.0,2017-04-27 12:00:00.000000,41
322276,0.2,11.0,2.0,50.0,3,1,12.0,0.0,2017-04-27 12:00:00.000000,43
322277,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-04-27 12:00:00.000000,46
322278,0.8,131.0,15.0,0.0,3,3,84.0,0.0,2017-04-27 12:00:00.000000,47
322279,0.3,89.0,5.0,9.0,1,2,19.0,85.0,2017-04-27 13:00:00.000000,1
322280,0.3,52.0,2.0,6.0,3,2,47.0,60.0,2017-04-27 13:00:00.000000,2
322281,0.2,5.0,2.0,81.0,4,1,3.0,13.0,2017-04-27 13:00:00.000000,3
322282,0.3,78.0,2.0,2.0,1,1,18.0,40.0,2017-04-27 13:00:00.000000,5
322283,0.3,76.0,2.0,7.0,5,1,0.0,0.0,2017-04-27 13:00:00.000000,6
322284,0.4,59.0,4.0,2.0,1,2,31.0,73.0,2017-04-27 13:00:00.000000,7
322285,0.2,23.0,2.0,35.0,1,1,9.0,14.0,2017-04-27 13:00:00.000000,8
322286,0.2,66.0,2.0,19.0,5,1,13.0,28.0,2017-04-27 13:00:00.000000,9
322287,0.4,94.0,4.0,2.0,1,2,25.0,84.0,2017-04-27 13:00:00.000000,10
322288,0.2,6.0,2.0,90.0,1,1,7.0,29.0,2017-04-27 13:00:00.000000,11
322289,0.2,23.0,3.0,33.0,1,1,7.0,18.0,2017-04-27 13:00:00.000000,12
322290,0.2,6.0,2.0,80.0,4,1,10.0,16.0,2017-04-27 13:00:00.000000,13
322291,0.6,58.0,19.0,19.0,1,2,24.0,58.0,2017-04-27 13:00:00.000000,14
322292,0.2,24.0,2.0,37.0,1,1,12.0,27.0,2017-04-27 13:00:00.000000,15
322293,0.3,24.0,5.0,35.0,1,1,14.0,33.0,2017-04-27 13:00:00.000000,17
322294,0.4,18.0,2.0,83.0,1,1,10.0,29.0,2017-04-27 13:00:00.000000,18
322295,0.4,92.0,4.0,2.0,1,2,34.0,72.0,2017-04-27 13:00:00.000000,19
322296,0.6,77.0,3.0,2.0,1,2,18.0,67.0,2017-04-27 13:00:00.000000,20
322297,0.4,22.0,9.0,58.0,1,1,10.0,30.0,2017-04-27 13:00:00.000000,21
322298,0.4,96.0,5.0,4.0,5,1,22.0,47.0,2017-04-27 13:00:00.000000,23
322299,0.4,76.0,2.0,3.0,5,1,15.0,35.0,2017-04-27 13:00:00.000000,24
322300,0.3,39.0,2.0,16.0,3,1,23.0,0.0,2017-04-27 13:00:00.000000,25
322301,0.3,83.0,7.0,3.0,5,1,12.0,36.0,2017-04-27 13:00:00.000000,26
322302,0.4,69.0,2.0,14.0,5,1,13.0,33.0,2017-04-27 13:00:00.000000,27
322303,0.3,64.0,2.0,2.0,1,2,15.0,57.0,2017-04-27 13:00:00.000000,28
322304,0.2,13.0,2.0,74.0,4,1,9.0,19.0,2017-04-27 13:00:00.000000,29
322305,0.3,60.0,2.0,5.0,1,1,10.0,31.0,2017-04-27 13:00:00.000000,32
322306,0.3,79.0,13.0,7.0,1,2,33.0,73.0,2017-04-27 13:00:00.000000,34
322307,0.4,68.0,3.0,6.0,5,1,22.0,0.0,2017-04-27 13:00:00.000000,37
322308,0.4,76.0,2.0,3.0,1,1,12.0,42.0,2017-04-27 13:00:00.000000,38
322309,0.4,91.0,9.0,2.0,5,1,27.0,40.0,2017-04-27 13:00:00.000000,40
322310,0.1,39.0,6.0,19.0,3,2,45.0,58.0,2017-04-27 13:00:00.000000,41
322311,0.2,12.0,3.0,48.0,3,1,13.0,18.0,2017-04-27 13:00:00.000000,43
322312,0.0,0.0,0.0,0.0,x,7,0.0,0.0,2017-04-27 13:00:00.000000,46
322313,0.7,115.0,9.0,8.0,3,2,43.0,68.0,2017-04-27 13:00:00.000000,47
322314,0.4,83.0,5.0,5.0,1,2,21.0,56.0,2017-04-27 14:00:00.000000,1
322315,0.3,53.0,2.0,7.0,3,2,45.0,52.0,2017-04-27 14:00:00.000000,2
322316,0.2,14.0,2.0,71.0,4,1,11.0,20.0,2017-04-27 14:00:00.000000,3
322317,0.3,80.0,2.0,2.0,1,2,23.0,58.0,2017-04-27 14:00:00.000000,5
322318,0.4,70.0,2.0,5.0,1,2,23.0,95.0,2017-04-27 14:00:00.000000,6
322319,0.5,62.0,5.0,2.0,1,2,24.0,84.0,2017-04-27 14:00:00.000000,7
322320,0.3,31.0,2.0,28.0,1,2,12.0,57.0,2017-04-27 14:00:00.000000,8
322321,0.2,51.0,2.0,37.0,1,1,12.0,32.0,2017-04-27 14:00:00.000000,9
322322,0.4,92.0,4.0,2.0,1,2,18.0,65.0,2017-04-27 14:00:00.000000,10
322323,0.1,8.0,2.0,86.0,1,1,8.0,39.0,2017-04-27 14:00:00.000000,11
322324,0.2,21.0,4.0,38.0,3,1,11.0,13.0,2017-04-27 14:00:00.000000,12
322325,0.2,12.0,2.0,70.0,1,1,9.0,25.0,2017-04-27 14:00:00.000000,13
322326,0.3,42.0,7.0,42.0,1,2,17.0,54.0,2017-04-27 14:00:00.000000,14
322327,0.3,34.0,2.0,33.0,1,1,13.0,33.0,2017-04-27 14:00:00.000000,15
322328,0.5,31.0,10.0,44.0,1,2,15.0,51.0,2017-04-27 14:00:00.000000,17
322329,0.4,21.0,2.0,78.0,1,1,11.0,33.0,2017-04-27 14:00:00.000000,18
322330,0.4,86.0,6.0,4.0,3,2,36.0,50.0,2017-04-27 14:00:00.000000,19
322331,0.7,79.0,4.0,2.0,1,2,21.0,68.0,2017-04-27 14:00:00.000000,20
322332,0.6,25.0,14.0,56.0,1,1,14.0,38.0,2017-04-27 14:00:00.000000,21
322333,0.4,85.0,4.0,11.0,1,1,12.0,46.0,2017-04-27 14:00:00.000000,23
322334,0.4,75.0,3.0,5.0,5,1,16.0,26.0,2017-04-27 14:00:00.000000,24
322335,0.3,53.0,2.0,4.0,1,3,74.0,161.0,2017-04-27 14:00:00.000000,25
322336,0.3,91.0,10.0,2.0,1,1,14.0,50.0,2017-04-27 14:00:00.000000,26
322337,0.4,75.0,4.0,11.0,5,1,11.0,33.0,2017-04-27 14:00:00.000000,27
322338,0.4,64.0,3.0,2.0,1,2,23.0,71.0,2017-04-27 14:00:00.000000,28
322339,0.2,18.0,2.0,73.0,1,1,11.0,24.0,2017-04-27 14:00:00.000000,29
322340,0.4,66.0,3.0,7.0,5,1,5.0,21.0,2017-04-27 14:00:00.000000,32
322341,0.4,75.0,12.0,13.0,1,2,32.0,77.0,2017-04-27 14:00:00.000000,34
322342,0.4,63.0,4.0,13.0,5,1,19.0,0.0,2017-04-27 14:00:00.000000,37
322343,0.4,77.0,2.0,2.0,1,2,11.0,63.0,2017-04-27 14:00:00.000000,38
322344,0.5,81.0,11.0,2.0,1,2,28.0,68.0,2017-04-27 14:00:00.000000,40
322345,0.1,49.0,6.0,7.0,1,2,36.0,76.0,2017-04-27 14:00:00.000000,41
